ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children,Cluster,PCA1,PCA2
9739,1963,Graduation,Single,34377.0,0,1,19-01-2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,63,114,6,1,2,-1.4345554845255364,0.3740785501690873
10395,1986,Basic,Single,8940.0,1,0,22-08-2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,40,101,7,1,2,-2.227362851406731,-1.6094428770487295
1176,1973,Graduation,Married,26228.0,1,0,22-09-2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,25,3,1,2,-2.1190172265052594,-0.4231260479161921
1627,1957,2n Cycle,Divorced,77297.0,0,0,26-01-2013,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,69,789,21,0,1,1.951731491383481,0.7490874450100383
938,1981,Graduation,Married,40211.0,1,1,30-07-2013,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,45,87,5,2,0,-2.2094664591597275,-0.4642565681294654
2740,1958,PhD,Widow,33438.0,1,1,22-09-2013,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,68,90,7,2,0,-1.4743371143607924,1.5661939409691223
257,1959,PhD,Married,75032.0,0,1,28-04-2013,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,67,1215,18,1,3,1.7615300268613487,1.0605650112617118
4058,1955,PhD,Single,61284.0,0,0,12-10-2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,71,811,21,0,3,1.3555256612976354,0.7511703593447009
7736,1986,Graduation,Married,22518.0,1,0,22-10-2012,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,40,61,5,1,2,-1.6380093878261224,-1.4853094810895833
8210,1975,Master,Married,54730.0,0,1,15-08-2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,51,405,13,1,3,0.05396594914628981,-0.24600269151229504
833,1955,Master,Married,38452.0,1,1,30-03-2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,71,72,6,2,0,-1.7790126566666624,1.6315859008493103
6230,1971,Graduation,Divorced,44421.0,1,1,15-02-2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,55,189,9,2,0,-1.682941848984775,0.5006366094379561
7325,1986,PhD,Together,38197.0,1,0,29-06-2013,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,40,4,1,2,-1.4214089941515284,-0.9479328860021788
1307,1978,Graduation,Divorced,41986.0,0,1,09-02-2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,48,63,7,1,2,-0.9109403442063819,-1.0195705852604322
1502,1983,Graduation,Together,28427.0,1,0,21-03-2013,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,43,52,5,1,2,-2.0067475809073754,-0.9283677466598046
6211,1976,PhD,Together,37395.0,1,0,02-05-2014,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,50,39,4,1,2,-1.5262930637827454,-0.6135560419078083
843,1971,Graduation,Married,64722.0,1,0,26-05-2014,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,55,805,21,1,3,0.8062476446039486,0.0015429291332946064
4174,1956,Master,Together,55249.0,0,1,17-04-2014,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,70,130,7,1,0,-0.22854668255821006,1.1781705405319418
9757,1972,Graduation,Together,84906.0,0,0,04-10-2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,54,1631,23,0,1,3.1453836263056387,-0.1619166947992488
6918,1989,Graduation,Married,28691.0,1,0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,34,4,1,2,-2.140449144437617,-1.4553740947739915
286,1952,Graduation,Single,44213.0,1,1,29-11-2013,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,74,152,8,2,0,-1.280378356377861,1.7438535821367465
11086,1984,Basic,Single,25707.0,1,0,18-01-2014,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,21,4,1,2,-2.0035211793465533,-1.4880032862822423
1921,1967,PhD,Married,59062.0,2,1,03-10-2013,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,59,71,5,3,0,-1.5242891805719214,1.5901558702362268
4138,1962,Graduation,Single,76624.0,0,1,24-05-2014,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,64,899,22,1,1,2.0983305903718907,0.8395956491180535
7718,1947,Master,Together,66000.0,0,0,20-04-2014,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,79,711,9,0,1,1.4569963538343513,0.7935686258430829
1291,1978,PhD,Together,27683.0,1,0,04-08-2012,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,48,351,12,1,2,-1.2482629994223664,-0.314775479765481
6862,1971,Graduation,Divorced,1730.0,0,0,18-05-2014,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,55,8,0,0,2,-4.323779317798032,-0.7948461868400997
4136,1992,Basic,Single,7500.0,1,0,03-12-2012,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,34,119,7,1,2,-2.4502456219257605,-1.6685049054911145
803,1968,Graduation,Together,40521.0,1,1,05-04-2013,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,58,21,3,2,0,-1.7590760966243697,0.880739930172669
4298,1973,PhD,Together,20427.0,1,0,24-03-2014,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,10,3,1,2,-2.2348659838164533,-0.32965814191161036
10833,1975,Graduation,Married,65106.0,0,1,24-05-2014,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,51,973,24,1,3,1.1227207091165292,-0.1774808003326759
9606,1965,PhD,Married,69969.0,0,0,27-08-2013,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,61,1536,12,0,1,1.9403235478645058,-0.16374874034189713
8534,1952,Graduation,Married,67433.0,0,2,16-07-2013,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,74,992,24,2,3,1.2652016448650338,1.9871003554586997
5153,1967,PhD,Married,77766.0,0,1,22-02-2013,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,59,1529,32,1,3,2.4439805466879,0.8867091854938347
961,1972,Graduation,Married,74716.0,0,1,12-09-2013,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,54,860,15,1,3,0.9747596190146871,0.32218910981080046
5011,1963,Graduation,Divorced,68118.0,0,1,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,63,928,21,1,3,1.045349611868828,0.6051836346705195
6653,1970,PhD,Married,55158.0,1,1,30-07-2012,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,56,418,14,2,0,-0.7751307287865757,0.8304878388054681
9094,1955,2n Cycle,Married,62972.0,0,1,03-08-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,71,587,14,1,3,0.26194337147533486,0.969182261284611
810,1975,Graduation,Married,74190.0,0,1,12-05-2014,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,51,641,17,1,3,1.2114040618819508,-0.28008701138761566
5493,1976,Graduation,Married,39356.0,1,1,19-03-2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,23,3,2,0,-2.0344936127894244,-0.24171888685391987
2147,1969,Graduation,Together,76653.0,0,0,16-08-2013,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,57,2279,22,0,1,3.5012278451828553,-0.1010523050798965
5107,1973,PhD,Divorced,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,53,49,4,2,0,-1.810619132524253,0.09787340238940176
3979,1983,PhD,Divorced,90687.0,0,0,22-05-2013,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,43,1779,16,0,1,2.8109650131592523,-0.9725667912817012
6049,1982,Master,Together,73450.0,0,0,05-12-2013,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,44,1804,26,0,1,3.021295200986652,-1.0035755363533745
8147,1960,Graduation,Married,31454.0,1,1,06-07-2013,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,66,48,5,2,0,-2.2134042193345884,1.0446121945493887
1857,1952,Graduation,Single,47139.0,1,1,06-03-2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,74,83,5,2,0,-1.6660514087117573,1.3109943573630498
3910,1975,Graduation,Divorced,83829.0,0,0,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,51,1862,17,0,1,3.056492812008697,-0.6425216377163707
5207,1963,PhD,Married,53378.0,1,1,24-09-2012,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,63,793,19,2,3,-0.26958894705176184,1.0583587391365425
11114,1970,Graduation,Together,19656.0,1,0,08-02-2013,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,56,84,6,1,2,-1.7825659631406254,0.18145289155560065
5429,1948,PhD,Married,45579.0,0,1,20-08-2013,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,78,183,9,1,0,-0.6795770180746825,1.0663288985269208
9400,1958,2n Cycle,Single,85485.0,0,0,21-06-2014,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,68,1383,18,0,1,2.7297941461079906,0.5406334236451419
1740,1944,Graduation,Married,55956.0,0,0,07-04-2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,82,999,14,0,3,1.3693538461024806,0.8850594761565641
7488,1963,Master,Single,64191.0,0,1,22-01-2013,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,63,825,21,1,3,1.3849508395723154,0.3652035592109455
195,1972,Graduation,Single,38808.0,1,0,26-08-2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,54,246,10,1,2,-1.231328484813131,-0.5036943165901143
635,1966,Master,Married,57183.0,1,1,19-03-2013,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,60,610,17,2,3,-0.5126653710675994,0.9516841659125054
7527,1968,Master,Divorced,23748.0,1,0,21-11-2012,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,58,76,6,1,2,-1.863746361514724,0.3786610054887445
10319,1971,Graduation,Married,66303.0,0,1,26-02-2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,55,1286,18,1,3,0.7085093919683451,0.060341115965462884
2296,1975,Master,Married,37368.0,1,0,16-12-2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,51,30,3,1,2,-1.6037195131800461,-0.9563002339154503
10637,1964,Graduation,Married,40800.0,1,2,01-01-2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,62,99,6,3,0,-2.2462496252224593,1.7725467097250736
2931,1978,Graduation,Divorced,71847.0,0,0,21-09-2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,48,1192,22,0,1,2.2438987934441013,-0.6509854568754193
907,1975,Graduation,Married,46149.0,0,1,29-11-2013,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,51,362,13,1,2,-0.3157418047828248,-0.5393220208733169
3698,1983,Graduation,Together,78687.0,0,0,09-08-2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,43,2130,18,0,1,2.9993319449957894,-1.824976610418999
9516,1971,2n Cycle,Divorced,49118.0,0,0,18-08-2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,55,1229,26,0,3,1.5134249222409633,-0.2494174010169517
679,1957,PhD,Married,37633.0,1,1,20-09-2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,69,38,4,2,0,-2.314283696349512,1.3679874290053844
7384,1951,Master,Together,39767.0,0,0,21-07-2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,75,485,15,0,3,-0.033324954868451905,0.35365184501954117
5043,1951,Basic,Married,26997.0,0,0,05-11-2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,75,434,11,0,2,-0.391583149214121,0.9078829754309611
5267,1970,Graduation,Divorced,33986.0,1,0,14-03-2013,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,44,4,1,2,-1.700414781539827,-0.24236894344710253
339,1972,PhD,Married,57091.0,0,1,23-11-2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,54,496,16,1,3,-0.09805160553902571,0.19647956221314503
2516,1969,2n Cycle,Married,46831.0,1,1,08-06-2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,57,78,5,2,0,-1.3013125119941111,0.8690732307995032
9010,1972,Master,Married,83151.0,0,0,10-02-2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,54,2346,22,0,1,3.6477319778071924,-0.3829408840061653
378,1971,Graduation,Married,52531.0,0,0,30-12-2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,55,794,19,0,3,0.901747357308466,-0.49652558344954756
4808,1956,Graduation,Married,15759.0,0,0,05-09-2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,70,17,3,0,2,-1.5513607256348563,-0.2752842144497671
5068,1971,Graduation,Single,22804.0,1,0,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,55,26,4,1,2,-2.2579729908111394,-0.04800087245985048
7628,1973,2n Cycle,Married,43050.0,1,0,18-03-2014,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,53,76,6,1,2,-1.0721445976661856,-0.715086689516165
7128,1977,PhD,Single,42997.0,1,1,07-12-2013,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,15,3,2,0,-2.1330080141901866,0.37228173922923663
2811,1963,PhD,Single,48918.0,1,1,12-04-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,63,62,5,2,0,-1.2396663952466207,0.7068007702528883
3551,1954,Master,Together,60033.0,0,1,29-03-2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,72,198,8,1,0,0.15587969506588503,0.8417710523651711
1663,1978,PhD,Together,34043.0,1,0,25-10-2013,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,48,49,4,1,2,-2.0886386248006095,-0.2727773152709318
5543,1966,Graduation,Together,57811.0,0,1,24-06-2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,60,802,20,1,3,0.8232374465571056,0.31340614343991713
1577,1946,Graduation,Married,78569.0,0,0,19-02-2014,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,80,1736,14,0,1,2.8942882643656684,0.7205974429475602
10641,1978,Graduation,Single,7500.0,1,1,27-12-2012,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,48,57,6,2,2,-2.4124061052088575,-0.6611187185747603
5336,1971,Master,Together,157733.0,1,0,04-06-2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,55,59,2,1,1,1.4506636346579636,0.1715203509794645
6024,1953,Graduation,Together,94384.0,0,0,04-03-2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,73,2302,18,0,1,3.7141334149689165,0.7854366104463933
1878,1985,2n Cycle,Married,23148.0,0,0,18-02-2014,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,41,37,5,0,2,-1.5049155479045293,-1.5671232511919988
3099,1970,Graduation,Divorced,44267.0,1,1,25-02-2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,56,310,11,2,0,-1.6100883245269269,0.5460587599207116
6055,1979,Graduation,Married,71626.0,0,0,01-11-2012,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,47,1305,18,0,1,2.0590519353451406,-0.7757523601213691
5841,1966,Graduation,Together,60894.0,0,1,28-06-2013,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,60,832,21,1,3,0.6389187905482848,0.46871317662430956
3972,1976,Graduation,Together,50200.0,1,1,03-04-2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,50,401,13,2,0,-1.169744366352747,0.3711969517906921
4394,1965,PhD,Married,81051.0,0,0,23-05-2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,61,1501,22,0,1,2.9454034575310133,-0.21404533469456455
5758,1982,Graduation,Married,65169.0,0,0,14-01-2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,44,1189,27,0,1,1.8935844153047134,-1.5575612197375033
6658,1972,Graduation,Together,59868.0,0,1,22-07-2013,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,54,1194,25,1,3,1.3027226170901478,-0.1645354922962108
4603,1960,PhD,Married,65695.0,0,1,31-01-2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,66,656,19,1,3,0.9994399217220097,0.7658732600466168
8427,1956,Master,Single,64857.0,0,0,23-11-2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,70,1540,22,0,1,2.434107955599686,0.6745572499476272
10260,1965,Master,Together,45143.0,0,1,26-08-2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,61,311,12,1,0,-0.6814635731146153,0.5168874597372395
7143,1955,2n Cycle,Together,74805.0,0,1,06-11-2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,71,820,21,1,3,1.8110495520886685,0.8141302654710276
8789,1989,2n Cycle,Married,59060.0,1,0,11-01-2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,37,274,11,1,2,-0.23272424129154698,-1.0876778674766117
6197,1962,PhD,Single,27238.0,1,1,20-04-2013,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,64,57,6,2,0,-2.402688878517792,0.8944754733035231
4554,1965,Graduation,Together,47009.0,0,1,01-10-2013,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,61,448,13,1,3,0.044409934400113524,0.6413271928371315
4937,1973,2n Cycle,Married,46094.0,1,1,10-06-2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,53,44,4,2,0,-1.9566565638481657,0.4023154816153313
1920,1972,Graduation,Married,40321.0,1,1,29-07-2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,54,102,6,2,0,-1.8717053204917813,0.4318528232861164
8749,1984,Graduation,Together,37235.0,1,0,01-02-2014,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,42,61,4,1,2,-1.2399857533405225,-0.9930191087856115
1650,1960,Master,Married,81843.0,0,0,22-04-2013,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,66,1643,26,0,1,3.2162194195689184,-0.10160491689035574
10377,1958,Master,Together,46692.0,0,1,06-06-2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,68,397,12,1,3,-0.359217679299185,0.6503121638172505
9206,1968,Graduation,Together,77382.0,0,1,07-01-2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,58,1121,24,1,1,2.3721854150772836,0.13677045195930337
10971,1977,Graduation,Single,37774.0,2,0,03-09-2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,49,473,12,2,0,-1.5920620862567376,-0.1570845471481949
6398,1974,Basic,Married,18393.0,1,0,29-03-2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,52,50,6,1,2,-2.062816012753399,-0.9524438391497048
9212,1962,Master,Married,72828.0,0,1,14-02-2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,64,1678,22,1,3,1.666325308664269,0.36370206910292857
7937,1982,Graduation,Married,24711.0,0,0,18-04-2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,44,58,6,0,2,-1.3639876706141014,-1.3141906631747409
839,1975,PhD,Married,45503.0,1,0,25-09-2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,51,170,8,1,2,-0.8198907803268052,-0.41440114078561535
4246,1982,Master,Single,6560.0,0,0,12-12-2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,44,373,2,0,2,-3.40206165949231,-2.1499431637300965
158,1945,PhD,Together,71604.0,0,0,17-11-2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,81,1196,16,0,1,1.9435996094038093,0.7263190663305473
4832,1979,Graduation,Married,27244.0,1,0,07-03-2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,47,101,6,1,2,-1.7116952409119235,-0.4995803646369779
5621,1969,Graduation,Married,48752.0,1,1,12-12-2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,57,316,12,2,0,-1.4574122356096624,0.27297720250411195
1945,1962,Graduation,Married,71434.0,0,1,18-09-2013,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,64,1400,18,1,3,1.6387985770509743,0.17997494890880525
5147,1948,Graduation,Single,90842.0,0,0,29-07-2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,78,1424,26,0,1,3.6509731598791357,1.179054754370186
2535,1978,Master,Married,88097.0,1,0,18-08-2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,48,844,19,1,3,0.5618700678945138,-0.5758002720436611
11039,1975,Graduation,Married,51948.0,0,1,17-09-2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,51,311,11,1,2,-0.382185774246365,-0.3873418906942916
9495,1982,Graduation,Together,71853.0,0,0,08-05-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,44,1149,16,0,1,2.0897198521203646,-1.6227667860923691
9635,1983,Master,Married,35876.0,0,0,20-04-2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,43,129,7,0,2,-0.8918476211364469,-2.0142805360877643
2173,1952,Graduation,Widow,40049.0,0,1,16-10-2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,74,32,4,1,0,-1.2756966758596504,0.8405961403815122
942,1982,Graduation,Single,39660.0,1,0,08-08-2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,44,299,11,1,2,-1.3573485257725388,-1.0359386555669148
9386,1962,Graduation,Together,50127.0,0,1,29-05-2014,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,64,320,12,1,3,-0.38359850034977705,0.8709740287856147
5510,1977,Master,Married,43263.0,0,1,21-11-2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,49,441,13,1,2,-0.32861491613039717,-1.01451239178225
873,1949,Master,Married,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,77,1178,17,2,3,0.21189561674158178,1.6832317475573448
2253,1990,Graduation,Married,18929.0,0,0,16-02-2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,36,85,5,0,2,-1.4361076513020352,-2.583492417103704
5181,1982,Basic,Single,24367.0,1,0,20-03-2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,44,24,3,1,2,-2.4004407830193037,-0.9723792677269372
979,1975,Graduation,Single,33249.0,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,51,112,6,1,2,-1.4074610883129208,-0.8855318432973969
10390,1959,2n Cycle,Married,26887.0,0,1,10-02-2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,67,30,4,1,0,-1.5805826609844724,0.32677982864551736
4698,1983,PhD,Married,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,43,410,14,0,2,0.24980934733594534,-1.7188524124166686
7793,1976,Graduation,Together,62061.0,0,1,31-08-2013,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,50,800,21,1,3,0.6992604418178171,-0.6860623645434608
1745,1962,PhD,Divorced,85696.0,0,0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,64,1313,19,0,1,2.8776606363739416,0.408207622429139
10590,1956,PhD,Together,76542.0,0,0,30-03-2013,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,70,1483,22,0,1,2.9402965710612365,0.8381192599337365
5080,1993,Graduation,Single,70515.0,0,0,21-10-2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,33,1258,16,0,1,1.8867117203908461,-2.547423001282969
8369,1987,Graduation,Together,18227.0,1,0,08-11-2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,39,28,3,1,2,-2.396030606869765,-1.706050190106044
5232,1965,Graduation,Married,69139.0,0,1,27-01-2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,61,227,10,1,3,0.045577582123873236,0.11468274574554645
2407,1982,Graduation,Married,69109.0,0,0,09-11-2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,44,1555,19,0,1,2.074437904462033,-1.7751950998056418
